param d :
	1     2     3     4     5     6     7     8     9    10    11    12    13    14    15    16    17    18    19    20    21    22    23    24    25    26    27    28    29    30    31    32    33    34    35    36    37    38    39    40 :=
60	3.0646 2.8391 2.4817 2.0185 1.4828 0.91283 0.34826 -0.17266 -0.61622 -0.9558 -1.1738 -1.2629 -1.2261 -1.0764 -0.83522 -0.53049 -0.19388 0.14192 0.44605 0.69202 0.86024 0.93771 0.92231 0.8192 0.64173 0.40962 0.14694 -0.12032 -0.36662 -0.56929 -0.7105 -0.77877 -0.76988 -0.68701 -0.54026 -0.34551 -0.12273 0.10596 0.31847 0.49482
61	3.0691 2.8568 2.5191 2.0794 1.5674 1.0175 0.46591 -0.051988 -0.5043 -0.86488 -1.1152 -1.2454 -1.255 -1.1526 -0.95479 -0.68462 -0.36969 -0.039687 0.27602 0.55077 0.76262 0.89601 0.9428 0.90262 0.78266 0.59674 0.36393 0.10668 -0.15119 -0.38664 -0.57934 -0.71342 -0.7787 -0.77139 -0.69429 -0.55633 -0.37163 -0.15809 0.064266 0.27515
62	3.0736 2.8741 2.556 2.1397 1.6518 1.1231 0.58637 0.07407 -0.38384 -0.76201 -1.0414 -1.2103 -1.2653 -1.2109 -1.0592 -0.82878 -0.54285 -0.22771 0.089535 0.38297 0.62979 0.81199 0.91749 0.94092 0.88377 0.754 0.56521 0.33535 0.085097 -0.1639 -0.39081 -0.57728 -0.70891 -0.77629 -0.77562 -0.70891 -0.58362 -0.41193 -0.20958 0.0055287
63	3.078 2.8911 2.5922 2.1993 1.7359 1.2294 0.70925 0.20509 -0.25523 -0.64744 -0.95237 -1.1571 -1.2556 -1.249 -1.1454 -0.95886 -0.70846 -0.41675 -0.10804 0.19334 0.46477 0.68688 0.84482 0.92921 0.93657 0.86943 0.73589 0.54879 0.32468 0.082378 -0.15853 -0.37918 -0.56286 -0.69625 -0.77031 -0.7809 -0.72896 -0.62026 -0.46491 -0.2764
64	3.0823 2.9077 2.6278 2.2582 1.8195 1.3361 0.83417 0.34061 -0.11893 -0.5215 -0.8482 -1.0853 -1.2247 -1.2649 -1.2102 -1.0708 -0.86143 -0.60098 -0.31051 -0.012138 0.27257 0.52395 0.72554 0.865 0.93488 0.93291 0.86201 0.72989 0.54832 0.33227 0.098674 -0.13483 -0.35114 -0.53491 -0.67361 -0.75833 -0.78435 -0.75132 -0.66325 -0.52803
65	3.0865 2.924 2.6626 2.3161 1.9024 1.4428 0.96068 0.48011 0.0245 -0.38468 -0.72913 -0.99467 -1.172 -1.257 -1.251 -1.1606 -0.99665 -0.77424 -0.51104 -0.22643 0.059782 0.32858 0.5629 0.74863 0.87536 0.93695 0.93177 0.86264 0.73654 0.56394 0.35811 0.13412 -0.092237 -0.30547 -0.49141 -0.63816 -0.73675 -0.78176 -0.77151 -0.70812
66	3.0905 2.9397 2.6966 2.3729 1.9843 1.5492 1.0883 0.623 0.17441 -0.2376 -0.59561 -0.88541 -1.0968 -1.2238 -1.2653 -1.2246 -1.1091 -0.93028 -0.7023 -0.44156 -0.16556 0.10811 0.36274 0.58347 0.75806 0.87751 0.93653 0.93366 0.87131 0.75543 0.59508 0.40177 0.18872 -0.030051 -0.24055 -0.42972 -0.58617 -0.70088 -0.76767 -0.78353
67	3.0944 2.9551 2.7298 2.4286 2.065 1.6551 1.2167 0.76867 0.33008 -0.081014 -0.44827 -0.75781 -0.99892 -1.1644 -1.2511 -1.2595 -1.1941 -1.0629 -0.87677 -0.64893 -0.39424 -0.12829 0.13335 0.37602 0.5867 0.75461 0.87178 0.93336 0.93777 0.88674 0.78508 0.64031 0.46218 0.26206 0.052255 -0.15472 -0.34688 -0.51339 -0.64519 -0.73544
68	3.0982 2.9699 2.762 2.483 2.1444 1.76 1.3451 0.91645 0.49071 0.084208 -0.28794 -0.61249 -0.8786 -1.0783 -1.2068 -1.2626 -1.2474 -1.1663 -1.027 -0.83958 -0.61618 -0.36997 -0.11476 0.13578 0.36876 0.57266 0.73788 0.85713 0.92576 0.94186 0.90635 0.82278 0.6971 0.5373 0.35293 0.15457 -0.04677 -0.24019 -0.41551 -0.56377
69	3.1019 2.9843 2.7933 2.536 2.2222 1.8635 1.4732 1.0656 0.65539 0.25705 -0.11566 -0.45033 -0.73636 -0.96537 -1.1315 -1.2316 -1.2653 -1.235 -1.1457 -1.0046 -0.82083 -0.60517 -0.36921 -0.12506 0.11531 0.34055 0.54041 0.70621 0.83117 0.91062 0.94225 0.92605 0.86432 0.76143 0.62365 0.45869 0.27542 0.083313 -0.10796 -0.289
70	3.1054 2.9982 2.8235 2.5875 2.2982 1.9654 1.6004 1.2155 0.82319 0.43639 0.067347 -0.27253 -0.57314 -0.82606 -1.0248 -1.1651 -1.2449 -1.2645 -1.2264 -1.1353 -0.99762 -0.82155 -0.61635 -0.39213 -0.15939 0.07141 0.29027 0.48807 0.65686 0.7902 0.88344 0.9337 0.94013 0.90375 0.82745 0.71577 0.57467 0.41125 0.2334 0.049446
71	3.1088 3.0115 2.8527 2.6374 2.3722 2.0653 1.7262 1.3652 0.99309 0.62098 0.25968 -0.080519 -0.39025 -0.66133 -0.88707 -1.0624 -1.1842 -1.251 -1.2634 -1.2238 -1.1364 -1.0068 -0.84183 -0.64955 -0.43858 -0.21795 0.0032654 0.2163 0.413 0.5861 0.72948 0.83837 0.90948 0.94111 0.93314 0.88704 0.80571 0.6934 0.55547 0.39815
72	3.1121 3.0243 2.8807 2.6855 2.4439 2.1628 1.8499 1.514 1.164 0.80947 0.45976 0.12397 -0.1894 -0.47268 -0.71925 -0.92374 -1.0822 -1.192 -1.2523 -1.2636 -1.2281 -1.1491 -1.0314 -0.88077 -0.70386 -0.50796 -0.30071 -0.089906 0.11681 0.31221 0.48966 0.64337 0.76854 0.86151 0.91988 0.94253 0.92961 0.88257 0.80401 0.69761
73	3.1151 3.0365 2.9075 2.7316 2.5131 2.2575 1.9711 1.661 1.3348 1.0004 0.66586 0.33898 0.027318 -0.26212 -0.52306 -0.75012 -0.93891 -1.0862 -1.19 -1.2494 -1.2649 -1.2381 -1.1717 -1.0695 -0.93632 -0.77741 -0.59884 -0.40697 -0.20838 -0.0096299 0.18292 0.3633 0.52609 0.66658 0.78089 0.86607 0.92017 0.94227 0.93249 0.89198
74	3.1181 3.0481 2.9331 2.7758 2.5797 2.3491 2.0891 1.8054 1.5044 1.1924 0.87611 0.56231 0.25748 -0.03217 -0.3009 -0.54356 -0.75573 -0.9338 -1.075 -1.1777 -1.241 -1.265 -1.251 -1.2009 -1.1177 -1.0049 -0.86691 -0.70846 -0.53474 -0.35118 -0.16331 0.023405 0.20369 0.37258 0.52559 0.65879 0.7689 0.85337 0.91044 0.93917
75	3.1209 3.0591 2.9574 2.818 2.6434 2.4372 2.2034 1.9465 1.6715 1.3837 1.0885 0.79155 0.49832 0.21417 -0.055835 -0.30699 -0.53504 -0.73633 -0.90784 -1.0472 -1.1528 -1.2238 -1.26 -1.2621 -1.2315 -1.1703 -1.0811 -0.96708 -0.83201 -0.67994 -0.5152 -0.34232 -0.16586 0.0096439 0.17981 0.3405 0.48793 0.61872 0.73 0.81944
76	3.1235 3.0694 2.9804 2.8579 2.704 2.5215 2.3134 2.0832 1.835 1.5727 1.301 1.0242 0.74682 0.47345 0.20841 -0.04417 -0.28045 -0.49693 -0.69055 -0.85872 -0.99936 -1.1109 -1.1925 -1.2437 -1.2647 -1.2562 -1.2197 -1.1569 -1.07 -0.96188 -0.83545 -0.69407 -0.54129 -0.38077 -0.21625 -0.051441 0.11001 0.26466 0.40927 0.5409
77	3.1259 3.0791 3.002 2.8955 2.7614 2.6016 2.4186 2.2149 1.9936 1.7579 1.5114 1.2574 0.99969 0.74188 0.48757 0.24027 0.0033121 -0.22016 -0.42727 -0.61545 -0.78247 -0.92647 -1.046 -1.14 -1.2079 -1.2496 -1.2652 -1.2554 -1.2214 -1.1646 -1.0868 -0.99016 -0.87704 -0.75007 -0.61203 -0.46584 -0.3145 -0.161 -0.0083249 0.14065
78	3.1282 3.0882 3.0221 2.9308 2.8153 2.6773 2.5184 2.3406 2.1462 1.9376 1.7175 1.4885 1.2535 1.0153 0.77687 0.541 0.3105 0.088032 -0.12386 -0.32284 -0.50672 -0.67361 -0.82186 -0.95009 -1.0572 -1.1425 -1.2054 -1.2459 -1.2641 -1.2605 -1.2359 -1.1914 -1.1282 -1.0479 -0.95244 -0.84362 -0.72361 -0.59463 -0.45899 -0.31907
79	3.1303 3.0966 3.0408 2.9636 2.8656 2.7482 2.6123 2.4596 2.2916 2.1102 1.9171 1.7146 1.5046 1.2894 1.0711 0.85211 0.63448 0.42045 0.21212 0.011513 -0.17947 -0.35905 -0.5256 -0.67768 -0.81401 -0.93354 -1.0354 -1.119 -1.1838 -1.2298 -1.2568 -1.2653 -1.2556 -1.2284 -1.1847 -1.1254 -1.0518 -0.96524 -0.86727 -0.75948
80	3.1323 3.1043 3.058 2.9938 2.9122 2.8139 2.6999 2.5711 2.4287 2.2739 2.1082 1.9328 1.7494 1.5596 1.365 1.1672 0.96793 0.76888 0.57169 0.378 0.18937 0.0073223 -0.16672 -0.33142 -0.48552 -0.62792 -0.75762 -0.87375 -0.9756 -1.0626 -1.1343 -1.1904 -1.2309 -1.2558 -1.2652 -1.2595 -1.2392 -1.2049 -1.1573 -1.0974
81	3.134 3.1113 3.0737 3.0214 2.9547 2.8743 2.7806 2.6744 2.5564 2.4274 2.2884 2.1404 1.9843 1.8214 1.6527 1.4795 1.303 1.1243 0.94469 0.76542 0.5877 0.4127 0.24159 0.075474 -0.084571 -0.23754 -0.38248 -0.51853 -0.64488 -0.76083 -0.86575 -0.95911 -1.0405 -1.1095 -1.166 -1.2098 -1.2409 -1.2593 -1.2653 -1.259
82	3.1356 3.1176 3.0878 3.0462 2.9932 2.9291 2.8541 2.7688 2.6736 2.5691 2.4559 2.3345 2.2057 2.0703 1.9289 1.7823 1.6315 1.4771 1.3201 1.1614 1.0017 0.84195 0.68303 0.52577 0.37099 0.2195 0.072087 -0.070507 -0.20757 -0.33843 -0.46244 -0.57904 -0.6877 -0.78794 -0.87933 -0.96153 -1.0342 -1.0972 -1.1502 -1.1933
83	3.137 3.1232 3.1003 3.0683 3.0275 2.978 2.92 2.8537 2.7795 2.6977 2.6086 2.5126 2.4102 2.3018 2.1878 2.0688 1.9452 1.8176 1.6866 1.5526 1.4163 1.2782 1.139 0.99911 0.85922 0.71988 0.58166 0.44512 0.31081 0.17926 0.050995 -0.073494 -0.19373 -0.30927 -0.41965 -0.5245 -0.62345 -0.71616 -0.80232 -0.88165
84	3.1382 3.1281 3.1112 3.0876 3.0575 3.0208 2.9778 2.9285 2.8731 2.8118 2.7448 2.6724 2.5946 2.5119 2.4243 2.3324 2.2362 2.1362 2.0326 1.9258 1.8161 1.7038 1.5894 1.4731 1.3554 1.2365 1.1169 0.99689 0.87689 0.75724 0.6383 0.52043 0.40398 0.28928 0.17669 0.066511 -0.04093 -0.14533 -0.2464 -0.34387
85	3.1392 3.1322 3.1204 3.104 3.083 3.0574 3.0272 2.9927 2.9537 2.9104 2.863 2.8115 2.756 2.6966 2.6336 2.567 2.4969 2.4236 2.3472 2.2678 2.1857 2.101 2.0139 1.9246 1.8333 1.7401 1.6454 1.5493 1.452 1.3537 1.2546 1.155 1.0551 0.95498 0.85496 0.75524 0.65602 0.5575 0.45989 0.36339
86	3.1401 3.1356 3.128 3.1175 3.104 3.0875 3.0681 3.0458 3.0206 2.9925 2.9617 2.9281 2.8917 2.8528 2.8112 2.7671 2.7205 2.6714 2.6201 2.5665 2.5106 2.4527 2.3927 2.3308 2.2671 2.2015 2.1343 2.0655 1.9952 1.9236 1.8506 1.7765 1.7013 1.6251 1.5481 1.4703 1.3918 1.3128 1.2333 1.1536
87	3.1407 3.1382 3.134 3.128 3.1204 3.1111 3.1001 3.0875 3.0732 3.0572 3.0397 3.0205 2.9997 2.9773 2.9534 2.9279 2.9009 2.8724 2.8424 2.811 2.7781 2.7438 2.7081 2.6711 2.6328 2.5932 2.5523 2.5102 2.4669 2.4225 2.3769 2.3303 2.2826 2.2339 2.1843 2.1337 2.0822 2.0298 1.9767 1.9228
88	3.1412 3.1401 3.1382 3.1356 3.1322 3.128 3.1231 3.1175 3.1111 3.1039 3.0961 3.0874 3.0781 3.068 3.0572 3.0457 3.0334 3.0204 3.0067 2.9923 2.9772 2.9615 2.945 2.9278 2.91 2.8914 2.8723 2.8524 2.8319 2.8108 2.789 2.7666 2.7436 2.72 2.6957 2.6709 2.6455 2.6195 2.5929 2.5658
89	3.1415 3.1412 3.1407 3.1401 3.1392 3.1382 3.137 3.1356 3.1339 3.1322 3.1302 3.128 3.1257 3.1231 3.1204 3.1175 3.1144 3.1111 3.1076 3.1039 3.1001 3.096 3.0918 3.0874 3.0828 3.0781 3.0731 3.068 3.0627 3.0572 3.0515 3.0456 3.0396 3.0334 3.027 3.0204 3.0136 3.0067 2.9996 2.9923
90	3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416
;
